Yorum,Duygu,Kategori,Örnek Yanıt
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanızla ilgili değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere sunduğumuz deneyimi daha da iyileştirmek ve beklentilerinizi tam anlamıyla karşılamak adına geri bildirimlerinizi dikkatle değerlendireceğiz. Sizleri tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli vaktinizi ayırıp görüşlerinizi paylaştığınız için teşekkür ederiz. Personelimiz hakkındaki nazik sözleriniz tüm ekibimiz için büyük bir motivasyon kaynağı olmuştur; sizi tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntülerimizi bildiririz. Yemek ve temizlik standartlarımıza dair geri bildirimleriniz ilgili departmanlara iletilmiş olup gerekli iyileştirmeler ivedilikle başlatılmıştır. Sizleri gelecekte yeniden ağırlayarak kendimizi affettirmeyi ve sizlere gerçek hizmet kalitemizi sunmayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sonrası değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Hizmet standartlarımızı daha üst seviyeye taşımak adına geri bildirimlerinizi dikkatle değerlendireceğiz. Sizleri tekrar ağırlayarak çok daha memnuniyet verici bir deneyim yaşatmayı dileriz."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın misafirimiz, değerli vaktinizi ayırıp bu nazik yorumu paylaştığınız için teşekkür ederiz. Personelimizin size sunduğu hizmetten memnun kalmış olmanız bizleri çok mutlu etti. Sizi en kısa sürede tekrar ağırlamayı dört gözle bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız süresince yaşadığınız olumsuz deneyimler için derin üzüntü duyduğumuzu belirtmek isteriz. Yemek ve temizlik standartlarımızla ilgili geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup gerekli önlemler ivedilikle alınacaktır. Sizleri tekrar ağırlayarak hizmet kalitemizi kanıtlamayı çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, değerli vaktinizi ayırıp görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere daha yüksek standartlarda bir deneyim sunabilmek adına hizmet kalitemizi geliştirmeye devam ediyoruz. Sizleri tekrar ağırlamaktan memnuniyet duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli vaktinizi ayırıp bu nazik yorumunuzu paylaştığınız için içtenlikle teşekkür ederiz. Ekibimizin sizlere hissettirdiği memnuniyet bizler için en büyük motivasyon kaynağıdır. Sizi en kısa sürede tekrar ağırlamaktan mutluluk duyarız."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntü duyuyoruz. Yemek kalitesi ve temizlik standartlarımızla ilgili geri bildirimleriniz ilgili birimlere iletilmiş olup gerekli iyileştirmeler ivedilikle yapılacaktır. Sizleri tekrar ağırlayarak hizmet kalitemizi kanıtlama fırsatı bulmayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, değerli vaktinizi ayırarak görüşlerinizi paylaştığınız için teşekkür ederiz. Deneyiminizin genel olarak beklentilerinizi karşılamış olması bizleri memnun etti; hizmet kalitemizi daha da yukarı taşımak adına geri bildirimlerinizi dikkatle değerlendireceğiz."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın misafirimiz, değerli vaktinizi ayırıp görüşlerinizi paylaştığınız için teşekkür ederiz. Personelimiz hakkındaki nazik sözleriniz bizleri çok mutlu etti; sizi tekrar ağırlamaktan büyük memnuniyet duyarız."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın misafirimiz, tesisimizde yaşadığınız olumsuz deneyimler için derin üzüntü duyduğumuzu belirtmek isterim. Belirttiğiniz eksiklikler ilgili departmanlarımıza iletilmiş olup gerekli iyileştirmeler ivedilikle hayata geçirilecektir. Sizleri tekrar ağırlayarak standartlarımızı kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanızla ilgili değerli geri bildirimleriniz için teşekkür ederiz. Sizlere daha mükemmel bir deneyim sunabilmek adına hizmet kalitemizi geliştirmeye yönelik çalışmalarımıza devam ediyoruz. Bir sonraki ziyaretinizde sizi tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, konaklamanız süresince ekibimizin ilgisinden memnun kalmış olmanız bizleri çok mutlu etti. Nazik yorumlarınız ve tavsiyeleriniz için teşekkür eder, sizleri en kısa sürede tekrar ağırlamayı dileriz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntü duyduğumuzu belirtmek isteriz. Geri bildirimleriniz ilgili departmanlarımıza iletilmiş olup gerekli önlemler hızla alınacaktır. Sizleri tekrar ağırlayarak bu durumu telafi etmeyi çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanızla ilgili değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Deneyiminizi daha üst seviyeye taşımak ve size kusursuz bir hizmet sunmak adına kendimizi geliştirmeye devam ediyoruz. Sizi tekrar ağırlamaktan memnuniyet duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik yorumlarınız ve değerli tavsiyeniz için teşekkür ederiz. Personelimizin size sunduğu hizmetten memnun kalmış olmanız bizleri çok mutlu etti. Sizi tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntülerimizi sunarız. Belirttiğiniz hususlar ilgili departman yöneticilerimize iletilmiş olup gerekli iyileştirmeler ivedilikle hayata geçirilecektir. Sizleri tekrar ağırlayarak standartlarımızı kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, değerli geri bildiriminiz için teşekkür ederiz. Sizlere daha kusursuz bir deneyim sunabilmek adına hizmet kalitemizi geliştirmeye devam ediyoruz. Sizi tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik geri bildiriminiz ve ekibimize yönelik övgüleriniz için çok teşekkür ederiz. Sizleri tekrar ağırlamak ve aynı yüksek standartlarda hizmet sunmak için sabırsızlanıyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntülerimizi bildiririz. Geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup, hizmet standartlarımızı yükseltmek adına gerekli önlemler ivedilikle alınacaktır."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, değerli geri bildiriminiz için teşekkür ederiz. Konaklamanızın genel olarak beklentilerinizi karşılamış olması bizleri mutlu ederken, hizmet kalitemizi daha da yukarı taşımak adına görüşlerinizi dikkatle değerlendireceğiz. Sizleri tekrar ağırlamaktan memnuniyet duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli yorumlarınız ve nazik tavsiyeniz için içtenlikle teşekkür ederiz. Ekibimizin size sağladığı hizmetten memnun kalmış olmanız bizleri çok mutlu etmiştir. Sizleri en kısa sürede tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Geri bildirimleriniz ilgili departmanlarımıza iletilmiş olup, hizmet kalitemizi artırmak adına gerekli önlemler ivedilikle alınacaktır."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, değerli vaktinizi ayırıp görüşlerinizi bizimle paylaştığınız için teşekkür ederiz. Konaklama deneyiminizi daha üst seviyeye taşımak adına geri bildirimleriniz bizim için çok kıymetlidir. Sizleri en kısa sürede tekrar ağırlamayı dileriz."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın misafirimiz, değerli vaktinizi ayırarak paylaştığınız nazik yorumlarınız için çok teşekkür ederiz. Ekibimizin size hissettirdiği memnuniyet bizleri çok mutlu etti; sizi en kısa sürede tekrar ağırlamayı dört gözle bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, tesisimizde konakladığınız süre boyunca yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Belirttiğiniz hususlar ilgili departman yöneticilerimize iletilmiş olup, hizmet kalitemizi artırmak adına gerekli önlemler ivedilikle alınmıştır. Sizleri gelecekte tekrar ağırlayarak standartlarımızı kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın misafirimiz, konaklamanız sonrası değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere daha mükemmel bir deneyim sunabilmek adına hizmet kalitemizi geliştirmeye devam ediyoruz. Bir sonraki ziyaretinizde sizi tekrar ağırlamaktan memnuniyet duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, ekibimizin ilgisinden ve hizmet kalitemizden memnun kalmış olmanız bizleri çok mutlu etti. Değerli geri bildiriminiz ve tavsiyeleriniz için teşekkür eder, sizi en kısa sürede tekrar ağırlamayı dileriz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Belirttiğiniz hususlar ilgili departman yöneticilerimize iletilmiş olup gerekli iyileştirmeler ivedilikle başlatılmıştır. Sizleri gelecekte tekrar ağırlayarak standartlarımıza uygun, kusursuz bir hizmet sunmayı arzu ederiz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, değerli vaktinizi ayırıp görüşlerinizi paylaştığınız için teşekkür ederiz. Deneyiminizi daha da iyileştirmek ve sizlere kusursuz bir hizmet sunmak adına geri bildirimlerinizi dikkatle değerlendireceğiz. Sizleri en kısa sürede yeniden ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik geri bildiriminiz ve tavsiyeleriniz için içtenlikle teşekkür ederiz. Ekibimizin size sunduğu hizmetten memnun kalmanız bizleri çok mutlu etti. Sizleri en kısa sürede tekrar ağırlamayı dört gözle bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, tesisimizde konakladığınız süre boyunca yaşadığınız memnuniyetsizlikten dolayı derin üzüntü duyuyoruz. Geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup, gerekli iyileştirmeler ivedilikle yapılacaktır. Sizleri tekrar ağırlayarak hizmet standartlarımızı kanıtlamayı arzu ederiz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanızla ilgili değerli geri bildiriminiz için teşekkür ederiz. Sizlere daha mükemmel bir deneyim sunabilmek adına hizmet kalitemizi geliştirmeye devam ediyoruz. Sizleri yeniden ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli geri bildiriminiz için çok teşekkür ederiz. Personelimizin size sunduğu hizmetten memnun kalmış olmanız bizleri çok mutlu etmiştir. Sizleri en kısa sürede tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, tesisimizde yaşadığınız olumsuz deneyimler için derin üzüntü duyduğumuzu belirtmek isteriz. Yemek ve temizlik standartlarımızla ilgili geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup, gerekli düzeltici faaliyetler hızla başlatılmıştır. Sizleri tekrar ağırlayarak bu eksiklikleri telafi etmeyi dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın misafirimiz, konaklamanız sonrası değerli vaktinizi ayırıp görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere daha kusursuz bir deneyim sunabilmek adına geri bildirimlerinizi titizlikle değerlendireceğiz. Sizi tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, konaklamanız süresince ekibimizin ilgisinden memnun kalmış olmanız bizleri oldukça mutlu etti. Değerli geri bildirimleriniz ve tavsiyeniz için teşekkür eder, sizi en kısa sürede tekrar ağırlamayı dileriz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Belirttiğiniz eksiklikler ilgili departmanlarımıza iletilmiş olup, hizmet kalitemizi artırmak adına gerekli önlemler ivedilikle alınacaktır. Sizi tekrar ağırlayarak standartlarımızı kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanızla ilgili değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere daha mükemmel bir deneyim sunabilmek adına geri bildirimlerinizi dikkatle değerlendireceğiz. Sizleri tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, otelimizde konakladığınız süre boyunca ekibimizin size yardımcı olabilmiş olmasından büyük mutluluk duyuyoruz. Değerli yorumlarınız ve tavsiyeniz için teşekkür eder, sizi tekrar ağırlamayı dört gözle bekleriz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntü duyuyoruz. Belirttiğiniz aksaklıklar ilgili departmanlarımıza iletilmiş olup, hizmet standartlarımızı iyileştirmek adına gerekli önlemler ivedilikle alınmıştır. Sizleri tekrar ağırlayarak bu durumu telafi etmeyi dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanıza dair değerli geri bildirimleriniz için teşekkür ederiz. Sizleri tekrar ağırlamayı ve bir sonraki ziyaretinizde beklentilerinizi tam anlamıyla karşılayarak çok daha memnuniyet verici bir deneyim sunmayı içtenlikle dileriz."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik geri bildiriminiz ve tavsiyeleriniz için içtenlikle teşekkür ederiz. Ekibimizin size yardımcı olabilmiş olması bizleri çok mutlu etti; sizleri en kısa sürede tekrar ağırlamaktan memnuniyet duyarız."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup, hizmet kalitemizi artırmak adına gerekli aksiyonlar hızla alınmıştır. Sizi gelecekte tekrar ağırlayarak standartlarımızı kanıtlamayı çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanızla ilgili değerli geri bildiriminiz için teşekkür ederiz. Deneyiminizi genel olarak yeterli bulmanız bizi memnun etti; sizlere daha kusursuz bir hizmet sunabilmek adına kendimizi geliştirmeye devam ediyoruz. Sizi en kısa sürede tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik yorumlarınız ve tavsiyeniz için içtenlikle teşekkür ederiz. Personelimizin size sunduğu hizmetten memnun kalmanız bizleri çok mutlu etmiştir. Sizi tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntü duyuyoruz. Geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup, hizmet kalitemizi artırmak adına gerekli önlemler ivedilikle alınacaktır. Sizleri tekrar ağırlayarak standartlarımızı kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanız sonrası değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Hizmet kalitemizi daha üst seviyeye taşımak adına geri bildirimleriniz bizim için çok kıymetlidir; sizleri tekrar ağırlamaktan memnuniyet duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli geri bildiriminiz ve nazik sözleriniz için içtenlikle teşekkür ederiz. Ekibimizin size hissettirdiği memnuniyet bizler için en büyük motivasyon kaynağıdır. Sizleri en kısa sürede tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntü duyduğumuzu belirtmek isteriz. Yemek ve temizlik standartlarımızla ilgili geri bildirimleriniz ivedilikle ilgili departman yöneticilerine iletilmiş olup gerekli önlemler alınmıştır; sizleri tekrar ağırlayarak gerçek hizmet kalitemizi sunmayı çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, değerli vaktinizi ayırıp görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere daha kusursuz bir deneyim sunabilmek adına geri bildirimlerinizi dikkatle değerlendireceğiz. Sizi en kısa sürede tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli vaktinizi ayırıp bu nazik yorumu paylaştığınız için teşekkür ederiz. Personelimizin ilgisinden memnun kalmış olmanız bizleri çok mutlu etti. Sizleri tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntülerimizi sunarız. Yemek ve temizlik standartlarımızla ilgili geri bildirimleriniz ivedilikle ilgili birimlere iletilmiş olup gerekli iyileştirmeler başlatılmıştır. Sizleri gelecekte tekrar ağırlayarak bu hataları telafi etmeyi çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Sayın Misafirimiz, konaklamanızla ilgili değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Hizmet standartlarımızı daha üst seviyelere taşımak adına geri bildirimlerinizi titizlikle değerlendireceğiz. Sizi tekrar ağırlamak ve çok daha memnun bir deneyim sunmak dileğiyle."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik yorumlarınız ve tavsiyeniz için içtenlikle teşekkür ederiz. Ekibimizin size sunduğu hizmetten memnun kalmanız bizler için büyük bir mutluluk kaynağıdır; sizi tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntü duyduğumuzu belirtmek isteriz. Yemekler ve temizlik konusundaki geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup, gerekli iyileştirmeler ivedilikle yapılacaktır. Sizleri gelecekte tekrar ağırlayarak standartlarımızı kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Sayın misafirimiz, konaklamanızla ilgili paylaştığınız değerli görüşleriniz için teşekkür ederiz. Sizlere daha yüksek standartlarda bir deneyim sunabilmek adına geri bildirimlerinizi dikkatle değerlendireceğiz. Bir sonraki ziyaretinizde sizi çok daha memnun bir şekilde ağırlamayı dileriz."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik yorumlarınız ve tavsiyeniz için çok teşekkür ederiz. Ekibimizin size sağladığı hizmetten memnun kalmış olmanız bizleri oldukça mutlu etti. Sizleri en kısa sürede tekrar ağırlamak dileğiyle."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın misafirimiz, konaklamanız sırasında yaşadığınız olumsuzluklar için derin üzüntü duyduğumuzu belirtmek isteriz. Yemek ve temizlik konusundaki geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup gerekli iyileştirme çalışmaları başlatılmıştır. Sizleri tekrar ağırlayarak bu eksiklikleri telafi etmeyi çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanız sonrası değerli vaktinizi ayırıp görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere daha kusursuz bir deneyim sunabilmek adına kendimizi geliştirmeye devam ediyor, sizi tekrar ağırlamayı heyecanla bekliyoruz."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, konaklamanız boyunca ekibimizin ilgisinden memnun kalmış olmanız bizi çok mutlu etti. Değerli geri bildiriminiz ve tavsiyeniz için teşekkür eder, sizi en kısa sürede tekrar ağırlamayı dileriz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Yemek ve temizlik standartlarımızın beklentilerinizin altında kalması bizi derinden üzmüştür; konuyla ilgili gerekli incelemeler ve iyileştirmeler hızla başlatılmıştır. Sizi gelecekte tekrar ağırlayarak gerçek hizmet kalitemizi göstermeyi çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sonrası değerli görüşlerinizi bizimle paylaştığınız için teşekkür ederiz. Deneyimlerinizi daha mükemmel hale getirmek adına geri bildirimlerinizi titizlikle değerlendireceğimizi belirtmek isteriz. Sizleri tekrar ağırlamaktan memnuniyet duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli vaktinizi ayırıp bizi tercih ettiğiniz ve nazik geri bildiriminiz için teşekkür ederiz. Ekibimizin size sağladığı hizmetten memnun kalmış olmanız bizleri çok mutlu etti; bu güzel yorumlarınızı ilgili çalışma arkadaşlarımızla paylaşacağız. Sizi en kısa sürede tekrar ağırlamayı dört gözle bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Yemek ve temizlik konusundaki geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup gerekli iyileştirmeler ivedilikle yapılacaktır. Sizleri gelecekte tekrar ağırlayarak gerçek hizmet kalitemizi kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, değerli vaktinizi ayırıp görüşlerinizi paylaştığınız için teşekkür ederiz. Deneyiminizin genel olarak beklentilerinizi karşılamış olmasından memnuniyet duyuyor, hizmet kalitemizi daha da mükemmelleştirmek adına her türlü önerinizi bekliyoruz. Sizleri tekrar ağırlamak dileğiyle."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik yorumlarınız ve bizi tavsiye ettiğiniz için teşekkür ederiz. Ekibimizin size yardımcı olabilmiş olması bizleri çok mutlu etti. Sizi tekrar ağırlamayı dört gözle bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın misafirimiz, yaşadığınız olumsuz deneyimler için derin üzüntülerimizi bildiririz. Belirttiğiniz hususlar ilgili departman yöneticilerimizle paylaşılmış olup, hizmet kalitemizi yükseltmek adına gerekli önlemler ivedilikle alınmıştır. Sizleri tekrar ağırlayarak standartlarımızı kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Sayın misafirimiz, konaklamanıza dair değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere çok daha kusursuz bir deneyim sunabilmek adına gelişim alanlarımızı belirlemek bizim için önceliklidir. Bir sonraki ziyaretinizde beklentilerinizin üzerinde bir hizmetle sizleri tekrar ağırlamayı dileriz."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli vaktinizi ayırıp bu nazik geri bildirimi paylaştığınız için teşekkür ederiz. Ekibimizin ilgisinden memnun kalmış olmanız bizleri çok mutlu etti; memnuniyetinizi tüm ekibimizle paylaşacağız. Sizleri tekrar ağırlamayı heyecanla bekliyoruz."
